,,Q1 ,Q2,,,,,,,Q3,,,,Q4,,,,,,,,,,,,,,,,Q5,Q6,Q7,,,,,,,,,,,,,,,,Q8,Q9,Q10,Q11
Etab,Etud,Q1 ,Q2-1,Q2-2,Q2-3,Q2-4,Q2-5,Q2-6,Q2-7,Q3-1tpc,Q3-2sp,Q3-3tab,Q3-4ord,Q4-1,Q4-2,Q4-3,Q4-4,Q4-5,Q4-6,Q4-7,Q4-8,Q4-9,Q4-10,Q4-11,Q4-12,Q4-13,Q4-14,Q4-15,Q4-16,Q5,Q6,Q7-1,Q7-2,Q7-3,Q7-4,Q7-5,Q7-6,Q7-7,Q7-8,Q7-9,Q7-10,Q7-11,Q7-12,Q7-13,Q7-14,Q7-15,Q7-16,Q8,Q9,Q10,Q11
C1,ESI86,papier,,,,1,,,,non,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,20
C1,ESI87,papier,,,,,,1,,non,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,37
C1,ESI88,X,1,1,,,,,,ot,ot,ot,ot,1,,,,,,,,,,,,,,,,jnsp,js,,,,,,,,,,,,,,1,,,tt,js,F,22
C1,ESI89,papier,,,,,,1,,osp,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,24
C1,ESI90,papier,,1,,1,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,,,,,1,,NA,NA,F,24
C1,ESI91,papier,,,,,,1,,NR,osp,NR,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,27
C1,ESI92,papier,1,,,1,,,,non,osp,non,non,,,,,,,,,,,,1,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,28
C1,ESI93,papier,,1,,1,,,,non,non,non,non,,,,1,,,,,,,,,,,,,1X,js,,,,,,,,,,,,,,,1,,NA,NA,F,27
C1,ESI94,ordi,,,,,,1,,non,osp,non,ot,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,1,,,tt,qqf,F,23
C1,ESI95,pas,,,,,,1,,non,osp,non,osp,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,20
C1,ESI96,pas,,,,,,1,,non,osp,non,non,,,,1,,,,,,,,,,,,,qqf,jnsp,,,,,,,,,,,,,,,1,,NA,NA,F,19
C1,ESI97,papier,,,,,1,,ppt,non,ot,non,non,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,20
C1,ESI98,ordi,,,,,,1,,osp,non,ot,non,,,,,,,,,,1,1,,,,,,js,js,,,,,,,,,,,1,,,,,,tt,qqf,F,22
C1,ESI99,pas,1,,,,,1,,NR,osp,non,non,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,26
C1,ESI100,pas,1,,,,,1,,non,non,non,non,,,,,,,,,,,,,,,,1,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,25
C1,ESI101,papier,1,,,,,,,non,non,non,non,,,,,,,,,,,,,,,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,F,41
C1,ESI102,papier,1,1,,,,,,non,ot,non,non,1,,,,,,,,,,,,,,,,1X,js,,,,,,,,,,,,,,1,,,NR,NR,F,19
C1,ESI103,papier,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,28
C1,ESI104,ordi,1,,,,,,,NR,NR,ot,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,tt,js,F,30
C1,ESI105,ordi,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,tt,js,F,19
C1,ESI106,pas,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,,1,1,,js,js,,,,,,,,,,,,,,1,1,,js,js,F,20
C1,ESI107,pas,,,,,,1,,osp,non,non,non,,,,,,,,,,,,,,1,,,1X,js,,,,,,,,,,,,,,,1,,NA,NA,F,21
C1,ESI108,pas,,,,,,1,,osp,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,23
C1,ESI109,ordi,,,,,,1,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,,1,tt,js,F,19
C1,ESI110,papier,1,,,,,,,non,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,1,,NA,NA,F,42
C1,ESI111,pas,,1,,,,,,non,non,non,ot,,,,,,,,,,,,,,1,1,,js,js,,,,,,,,,,,1,,,,,,qqf,qqf,F,39
C1,ESI112,papier,1,,,,,,,NR,osp,NR,NR,,,,,,,,,,,,,,1,,,js,NR,,,,,,,,,,,,,,1,,,NA,NA,F,24
C1,ESI113,pas,,,,,,1,,NR,osp,NR,NR,,,,1,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,1,,,js,js,F,20
C1,ESI114,papier,,,,,,1,,non,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,H,34
C1,ESI115,papier,1,,,,,1,,non,non,non,non,,,,,,,,,,,,,,,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,F,34
C1,ESI116,papier,1,,,,,,,non,non,non,npn,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,F,37
C1,ESI117,papier,1,,,,,,,non,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,32
C1,ESI118,pas,,,,,,1,,non,non,non,non,,,,,,,,,,,,,,1,,,1X,qqf,,,,,,,,,,,,,,1,,,js,js,F,30
C1,ESI119,ordi,,,,,,1,,osp,NR,NR,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,tt,js,F,22
C1,ESI120,ordi,1,,,,,,,non,osp,non,ot,,,,1,,,,,,1,,1,,,,,js,qqf,,,,,,,,,,,1,,ppt,,,,tt,js,F,19
M1,ESI1,papier,,,,,1,,ech_fo,ot,non,non,non,,,,,,,,,,,1,,reg-heure,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,21
M1,ESI2,papier,,,,,,1,,non,ot,non,non,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,26
M1,ESI3,X,1,,,,,,,NR,ot,NR,ot,,,,1,1,,,,1,1,,,,,,,qqf,sv,,,,,,,1,,,,,,,,,,sv,qqf,F,21
M1,ESI4,papier,1,,,,,1,,non,osp,non,non,1,,,1,,,,,,,,,,1,,,1X,qqf,,,,,,,,,,,,,,1,1,,NA,NA,F,20
M1,ESI5,papier,1,,,,,,,NR,ot,NR,NR,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,22
M1,ESI6,papier,1,,,,,,,non,ot,non,non,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,1,1,,NA,NA,F,18
M1,ESI7,ordi,1,,,,,,,non,ot,ot,non,,,,1,,,,,,,,,,,,,qqf,qqf,1,,,,,,,,,,1,,,,,,tt,js,F,21
M1,ESI8,papier,1,,,,,,,non,ot,non,non,,,,1,,,,1,,,1,1,,,,,js,sv,,,,,,,,,,,,,,1,,,js,js,F,20
M1,ESI9,pas,,,,,,1,,non,ot,non,ot,,1,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,18
M1,ESI10,X,,,,,,1,,non,ot,non,ot,,,,1,,,,,,,,,,,,,1X,js,,,,,,,,,,,1,,,,,,tt,js,F,19
M1,ESI11,papier,,,,,,1,,NR,osp,NR,NR,1,,,1,,,,,,,,,,,,,1X,1X,,,,,,,,,,,,,,1,,,js,js,F,26
M1,ESI12,papier,1,,,,,,,non,ot,non,non,,,,1,1,,,,,1,,,,,,,qqf,sv,,,,,,,,,,,,,,,1,,NA,NA,F,21
M1,ESI13,X,1,,,,,,,non,ot,non,ot,,,,1,1,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,sv,js,F,18
M1,ESI14,X,1,,,,,,,non,ot,non,ot,,,,1,,,,,,,,,,,,,js,qqf,,1,,,,,,,,,,,Lemotiv,,,,js,tt,F,18
M1,ESI15,papier,1,,,,,,,NR,ot,NR,NR,,,,1,,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,1,,,js,js,F,20
M1,ESI16,papier,1,,,,,,,NR,ot,NR,NR,,1,,1,1,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
M1,ESI17,papier,1,,,,,,,NR,ot,NR,NR,,,,1,1,,,1,,,,1,,,,,qqf,sv,,,,,,,,,,,,,,1,1,,NA,NA,F,20
M1,ESI18,X,1,,,,,,,osp,non,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,sv,js,F,45
M1,ESI19,X,1,,,,,,,non,non,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,sv,js,F,23
M1,ESI20,X,1,,,,,,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,tt,js,F,25
M1,ESI21,ordi,,,,,,1,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,notercours,,,,tt,js,F,25
M1,ESI22,papier,1,,,,,1,,NR,ot,NR,NR,,,,1,1,,,1,,,1,1,,,,,qqf,sv,,,,,,,,,,,,,,,1,,qqf,js,F,20
M1,ESI23,X,,,,,,1,,ot,ot,NR,non,,1,,1,1,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,1,,,js,js,F,20
M1,ESI24,X,1,,,,,,,NR,NR,NR,ot,1,,,1,,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,tt,qqf,F,27
M1,ESI25,papier,1,,,,,,,non,osp,non,non,,,,1,,,,,,1,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,19
M1,ESI26,ordi,1,,,,,,,non,ot,ot,non,,,,1,,,,,,1,,,,,,,js,qqf,,,1,,,,,,,,,,,,,,js,1X,F,18
M1,ESI27,X,,,,,,1,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,tt,js,F,22
M1,ESI28,ordi,1,,,,,,,NR,osp,ot,NR,,,,1,,,,,,,,,,,,,qqf,qqf,,1,1,1,,1,1,,1,,1,1,,,,,tt,tt,F,19
M1,ESI29,ordi,1,,,,,,,non,ot,ot,non,1,1,,1,1,,,,,,,,,,,,sv,qqf,,1,1,1,,,1,,,,,,,,,,tt,sv,F,18
M1,ESI30,pas,,,,,,1,,NR,ot,NR,NR,,1,,1,,,,,,,,,,,,,NR,1X,,,,,,,,,,,,,,1,1,,js,NR,H,22
M1,ESI31,papier,1,,,,,,,non,ot,non,non,,1,,,,,,,,,,1,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,31
M1,ESI32,papier,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,reg-heure,,,,js,1X,,,,,,,,,,,,,,1,,,js,js,H,31
M1,ESI33,papier,1,,,,,,,osp,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,H,42
M1,ESI34,papier,,,,,,1,,non,ot,non,non,1,,,1,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
M1,ESI35,X,1,,,,,1,,NR,osp,ot,NR,1,,,,,,,,,,1,,,,,,js,1X,1,,,,,,,,,,1,,,,,,1X,1X,F,21
M1,ESI36,X,1,,,,,1,,non,osp,ot,non,,1,,1,,,,1,,,1,1,,,,,qqf,qqf,1,,,,,,,,,,1,,,,,,sv,qqf,F,20
M1,ESI37,ordi,1,,,,,,,non,osp,osp,ot,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,1,1,,,,,tt,js,F,20
M1,ESI38,pas,,,,,,1,,non,osp,ot,non,,,,,,,,,,,,,,1,,,js,js,,1,1,1,,1,1,,1,,,,,,,,js,tt,H,23
M1,ESI39,ordi,1,,,,,,,non,osp,non,ot,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,1,,,,,,tt,js,F,19
M1,ESI40,papier,1,,,,,1,,osp,non,non,non,,,,1,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,19
M1,ESI41,X,1,,,,,,,non,non,non,ot,,,,,,,,,,,,1,,,,,js,1X,,,,,,,,,,,1,,,,,,sv,js,F,18
M1,ESI42,X,1,1,,1,,,,ot,ot,ot,non,1,1,,1,1,,,1,,,1,1,,,,,qqf,qqf,1,,1,1,,,1,,,1,1,1,,,,,sv,qqf,F,27
M1,ESI43,papier,,,,,1,,NR,ot,NR,NR,NR,1,,,,,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,1,,,js,js,F,26
M1,ESI44,ordi,1,,,,,,,non,ot,non,ot,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,1,,,,,,js,js,F,19
M1,ESI45,X,1,,,,,,,non,ot,non,ot,,,,,,,,,,,1,,,,,,1X,1X,,,,1,,,,,,,1,,,,,,tt,1X,F,22
M1,ESI46,papier,1,,,,,,,NR,osp,NR,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,1,,js,js,F,19
M1,ESI47,ordi,,,,,,1,,non,ot,non,ot,,,,1,1,,,,,,,,,,,,js,sv,,,,,,,,,,,,,notercours,,,,js,js,F,18
M1,ESI48,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,1,,NA,NA,F,19
M1,ESI49,X,1,,,,,,,NR,osp,NR,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,tt,js,F,20
M1,ESI50,ordi,1,,,,,,,non,osp,non,ot,,,,1,,,,1,,,,,,,,,js,qqf,,,,,,,,,,,1,,,,,,tt,js,F,21
M1,ESI51,X,1,,,,,,,osp,NR,non,ot,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,1,,,,,,sv,js,F,18
M1,ESI52,ordi,1,,,,1,,portable,non,osp,non,ot,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,1,,,,,,tt,js,F,19
M1,ESI53,X,,,,,,1,,non,ot,non,ot,,,,1,,,,,,,,1,,,,,js,qqf,1,,,,,,,,,,1,1,,,,,qqf,js,F,19
M1,ESI54,ordi,,,,,,1,,non,ot,non,ot,,,,1,1,,,1,,1,,,,,,,js,qqf,,,,,,,,,,1,1,,,,,,tt,1X,F,20
M1,ESI55,pas,1,1,1,,,,,non,ot,non,ot,1,,,1,,,1,1,1,,,,,,,,js,tt,1,,1,,,,1,,,,,,,,,,qqf,sv,H,18
M1,ESI56,ordi,1,1,1,,,,,NR,ot,NR,ot,,,,1,1,,,1,1,1,,1,,,,,js,tt,,,1,1,,,1,,,,,,,,,,tt,sv,H,20
M1,ESI57,X,1,,,,,,,non,osp,non,ot,,,,1,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,tt,js,F,20
M1,ESI58,papier,1,,,,,,,non,ot,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,19
M1,ESI59,papier,1,,,,,,,non,osp,non,non,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,18
M1,ESI60,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,18
M1,ESI61,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,1,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,18
M1,ESI62,papier,1,,,,,,,non,ot,non,non,,,,,,,,,,,,,,1,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,18
M1,ESI63,papier,1,,,,,,,non,osp,non,osp,,,,,,,,,,,,,,1,,,js,1X,,,,,,,,,,,,,,1,,,js,js,F,19
M1,ESI64,papier,1,,,,,,,osp,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,21
M1,ESI65,papier,1,,,,,,,osp,NR,NR,NR,,,,,,,,,,,,,,1,1,,NR,NR,,,,,,,,,,,,,,,1,,NA,NA,F,19
M1,ESI66,papier,,,,,,1,,osp,non,non,osp,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,20
M1,ESI67,X,1,,,,,,,non,ot,non,ot,,1,,1,,,,,,1,1,,,,,,js,sv,,1,,,,,,,,,1,,,,,,tt,js,F,18
M1,ESI68,ordi,1,,,,,,,non,ot,NR,ot,1,,,1,1,,,,,,1,1,,,,,js,qqf,,,,,,,,,,,1,1,,,,,tt,qqf,F,20
M1,ESI69,pas,1,,,,,,,non,ot,non,ot,,,,1,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,1,,,js,js,F,19
M1,ESI70,ordi,,,,,,1,,osp,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,tt,js,F,20
M1,ESI71,ordi,1,,,,,1,,osp,osp,NR,ot,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,1,,,,,,tt,js,F,20
M1,ESI72,papier,,,,,,1,,non,osp,non,osp,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,,,,1,1,,NR,NR,F,19
M1,ESI73,papier,,,,,,1,,NR,osp,NR,NR,,,,1,,,,,,,,1,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,23
M1,ESI74,papier,1,,,,,,,NR,ot,NR,NR,,,,1,1,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,18
M1,ESI75,papier,1,,,,,,,non,ot,non,non,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,19
M1,ESI76,papier,1,,,,,,,non,osp,non,non,,,,1,,,,,,,1,1,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
M1,ESI77,papier,1,,,,,,,non,ot,non,non,,,,1,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
M1,ESI78,papier,1,,,,,,,non,ot,non,osp,,,,1,,,,,,,,,,,,,1X,sv,,1,1,1,,,1,,1,,,1,,,,,js,js,F,20
M1,ESI79,ordi,,1,,,,,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,1,,,,,,,,,,,,,,,,qqf,js,H,20
M1,ESI80,X,1,,,,,,,non,ot,ot,non,1,1,,1,1,,,1,,,1,,,,,,sv,nvp,1,1,,,,,,,,,,,,,,,sv,js,H,30
M1,ESI81,papier,,,,,,1,,non,non,non,non,1,1,1,1,1,,,1,,,,1,,,,,js,qqf,,,,,,,,,,,,,,,1,,js,js,F,26
M1,ESI82,ordi,,,,,,1,,non,osp,non,ot,,,,,,,,,,,,,,1,1,,NR,NR,,,,1,,,,,,,1,,,,,,tt,qqf,NA,38
M1,ESI83,papier,1,,,,,,,osp,NR,NR,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,40
M1,ESI84,ordi,,,,,,1,,non,ot,non,ot,,,,1,,,,,,,,,,,,,js,js,,,,,,,,,,,,,,1,,,qqf,js,F,19
M1,ESI85,ordi,1,1,,,,,,non,ot,non,ot,1,1,,1,1,,,,1,,,,,,,,1X,sv,,,,1,,,,,,,1,,,,,,qqf,qqf,F,25
M1,ESI86,papier,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,21
M1,ESI87,ordi,,,,,,1,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,tt,js,F,19
M1,ESI88,ordi,,,,,,1,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,1,,,,,,,1,,,,,,tt,qqf,F,20
M1,ESI89,ordi,1,,,,,,,NR,osp,ot,NR,,,,,,,,,,1,1,,,,,,NR,NR,,,,,,,,,1,,1,,shop,,,,js,sv,F,20
M1,ESI90,X,,,,,,1,,non,osp,non,ot,,,,,,,,,,,,1,,,,,js,1X,,1,,,,,,,,,,,,,,,tt,1X,H,39
M1,ESI91,X,1,,,,1,,Wcom1,non,osp,ot,non,,,,,,,,,,,,,,1,,,js,js,1,1,,1,,,,,,,,,,,,,tt,sv,H,20
M1,ESI92,X,1,,,,,,,non,ot,non,ot,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,1,,1,,,,,,sv,1X,H,19
M1,ESI93,X,1,,,,,,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,30
M1,ESI94,papier,1,,,,,,,non,osp,NR,NR,,1,,1,1,,,,,,,1,,,,,js,qqf,,,,,,,,,,,,,,,1,,js,js,F,29
M1,ESI95,papier,1,,,,,,,non,ot,non,non,,,,1,,,,,,1,,1,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,18
M1,ESI96,pas,,,,,,1,,ot,non,non,ot,,,,1,,,,,,,,,,,,,sv,qqf,,,,,,,,,,,,,,1,,,js,js,F,20
M1,ESI97,ordi,1,,,,,,,non,ot,non,ot,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,1,,,,,,tt,js,F,24
M1,ESI98,papier,,,,,,1,,osp,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,27
M1,ESI99,papier,1,,,,,,,NR,osp,NR,NR,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,18
M1,ESI100,X,1,,,,,,,non,osp,non,ot,,,,,,,,,,,,,,1,1,,NR,NR,,,,,,,,,,,1,,,,,,tt,js,F,18
M1,ESI101,papier,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,20
M1,ESI102,papier,1,1,,,,,,non,ot,non,non,,,,1,,,,1,,,,1,,,,,1X,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,23
M1,ESI103,papier,1,,,,,,,osp,NR,NR,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,42
M1,ESI104,papier,1,,,,,,,non,non,non,non,,,,,,,,,,,,,,,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,F,31
M1,ESI105,X,,,,,,1,,non,osp,non,osp,,1,1,1,1,,,1,,,,,,,,,js,sv,,,,,,,,,,,1,,,,,,tt,1X,F,19
M1,ESI106,papier,1,,,,,,,NR,ot,NR,NR,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,1,,,js,qqf,F,25
M1,ESI107,pas,1,,,,,,,NR,osp,NR,NR,1,,,,,,,1,,,,1,,,,,1X,qqf,,,,,,,,,,,,,,1,,,NR,NR,F,19
M1,ESI108,papier,1,,,,,,,non,ot,non,non,,,,1,,,,,,,,,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,F,19
M1,ESI109,papier,1,,,,,,,NR,osp,NR,NR,,1,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,1,,,js,js,F,20
M1,ESI110,papier,1,,,,,,,osp,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,NA
M1,ESI111,papier,1,,,,,,,NR,osp,NR,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,23
M1,ESI112,ordi,1,,,,,,,non,osp,non,ot,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,1,,,,,,tt,js,H,25
M1,ESI113,papier,1,,,,,,,ot,ot,non,non,,,,1,,,,,,,,,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,F,19
M1,ESI114,papier,1,,,,,,,non,ot,non,ot,,1,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,1,,,js,js,F,18
M1,ESI115,ordi,1,,,,1,,autrecours,non,ot,non,ot,,,,1,,,,,,,,,,,,,js,qqf,,,,1,,,,,,,1,,,,,,tt,js,F,23
M1,ESI116,pas,1,,,,,,,non,ot,non,non,,,,1,,,,1,,1,,,,,,,qqf,sv,,,,,,,,,,,,,,,1,,NA,NA,F,20
M1,ESI117,pas,1,,,,,1,,non,ot,NR,ot,,,,1,,,,1,,,,,,,,,sv,sv,,,,,,,,,,,,,,1,,,js,1X,F,22
M1,ESI118,ordi,1,,,,,,,non,ot,ot,non,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,notercours,,,,tt,js,F,19
M1,ESI119,papier,1,,,,,,,non,ot,non,non,,,,,1,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,21
M1,ESI120,pas,1,,,,,,,NR,ot,NR,ot,1,1,,1,1,,,1,,1,,,,,,,sv,sv,,,,,,,,,,,1,,,,,,1X,js,F,19
M1,ESI121,ordi,1,,,,,,,non,osp,ot,non,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,1,,,,,,tt,qqf,F,20
M1,ESI122,X,1,1,,,,,,osp,osp,ot,non,,,,,,,,,,,,,,1,,,NR,NR,1,1,,,,,,,,1,1,,,,,,tt,qqf,H,21
M1,ESI123,pas,1,,,,,1,,NR,ot,NR,NR,,1,,,1,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,1,1,,NR,NR,H,20
M1,ESI124,papier,1,,,,,,,non,ot,non,non,1,1,1,1,1,1,1,1,1,1,1,1,,,,,js,qqf,,,,,,,,,,,,,,,1,,NR,NR,H,24
M1,ESI125,papier,1,,,,,,,non,ot,non,non,,,,,,,,,,,,,reg-heure,,,,js,qqf,,,,,,,,,,,,,,1,,,js,js,F,26
M1,ESI126,papier,1,,,,1,,qt_int,non,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,NR,F,20
M1,ESI127,papier,1,,,,,,,osp,osp,non,osp,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,1,,,NR,NR,F,20
M1,ESI128,X,,,,,,1,,NR,NR,NR,ot,1,,,,,,,,,,1,,,,,,1X,1X,1,,,,,,,,,,,,,,,,qqf,1X,F,21
M1,ESI129,ordi,,,,,1,,,non,ot,non,ot,,,,1,1,,1,1,,,,,,,,,js,sv,,,,,,,,,,,1,,,,,,qqf,qqf,NA,NA
M1,ESI130,papier,,,,,1,,,non,ot,NR,ot,,,,1,1,,1,1,,1,,,,,,,js,tt,,,,,,,,,1,,,,,,,,js,sv,F,19
M1,ESI131,X,1,,,,,,,non,ot,non,ot,,1,,,1,,,1,,,,,,,,,js,qqf,,1,,1,,,,,1,,1,1,,,,,tt,sv,F,18
M1,ESI132,X,1,,,,,,,NR,ot,NR,ot,,1,,,,,,1,,,,,,,,,js,qqf,,1,,1,,,,,,,1,,,,,,tt,1X,F,20
M1,ESI133,pas,,,,,,1,,NR,ot,NR,NR,,1,,,1,,,,,1,,,,,,,js,tt,,,,,,,,,,,,,,,1,,NA,NA,H,21
M1,ESI134,X,,,,,,1,,NR,osp,NR,ot,,,,1,,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,sv,qqf,H,23
